"sex","Region Name","avg"
"female","Africa",12.9
"female","Americas",11.8666666666667
"female","Asia",7.36949152542373
"female","Europe",20.1395454545455
"female","Oceania",16.3625
"male","Africa",13.3
"male","Americas",11.7666666666667
"male","Asia",7.79444444444444
"male","Europe",17.2995454545455
"male","Oceania",18.3416666666667
