Indicator,SeriesID,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Units,Time_Detail,Sex,Age,Disability status,Income,Education,Location,Grounds of discrimination,Nature,Reporting Type,Observation Status,ISOalpha3,Type,SeriesCode,Source,FootNote,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,6.40,PERCENT,2023,FEMALE,ALLAGE,_T,Q4,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,6.20,PERCENT,2023,FEMALE,25-29,_T,_T,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,5.90,PERCENT,2023,FEMALE,35-39,_T,_T,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,5.90,PERCENT,2023,FEMALE,ALLAGE,_T,Q3,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,5.70,PERCENT,2023,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,5.60,PERCENT,2023,FEMALE,20-24,_T,_T,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,5.50,PERCENT,2023,FEMALE,40-44,_T,_T,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,5.20,PERCENT,2023,FEMALE,ALLAGE,_T,_T,AGG_5T8,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,5.00,PERCENT,2023,FEMALE,ALLAGE,_T,_T,_T,URBAN,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,4.80,PERCENT,2023,FEMALE,ALLAGE,_T,_T,ISCED11_34,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,4.40,PERCENT,2023,FEMALE,ALLAGE,PWD,_T,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,3.20,PERCENT,2023,FEMALE,45-49,_T,_T,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",31,Azerbaijan,2023,2.20,PERCENT,2023,FEMALE,ALLAGE,_T,Q5,_T,ALLAREA,ALL,C,G,A,AZE,Country,VC_VOV_GDSD,National Statistical Office - According to the results of the Multiple Indicator Claster Survey (MICS) conducted in 2023,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,15.5,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,ALL,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,10.9,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,ALL,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,10.5,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,ALL,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,9.8,PERCENT,2019,FEMALE,ALLAGE,PWD,_T,_T,ALLAREA,ALL,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,9,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,URBAN,ALL,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,7.1,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,DIS,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,5,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,AGE,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,4.5,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,SEX,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,4,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,AGE,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,4,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,SEX,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,3.8,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,AGE,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,3.7,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,SEX,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,3.6,PERCENT,2019,FEMALE,ALLAGE,PWD,_T,_T,ALLAREA,AGE,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,3.6,PERCENT,2019,FEMALE,ALLAGE,PWD,_T,_T,ALLAREA,SEX,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,3.3,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,URBAN,AGE,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",50,Bangladesh,2019,3,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,SEXO,C,G,A,BGD,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 64378 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason.",,,,,,,,,,
