id,basePeriod,datasetCode,datetime,lowerBound,notes,recordSource,upperBound,value,missingReason,country,region,sex
1,,VC_IHR_PSRCN,1990-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,137,,"China, Hong Kong Special Administrative Region",,Total
2,,VC_IHR_PSRCN,1997-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,102,,"China, Hong Kong Special Administrative Region",,Total
3,,VC_IHR_PSRCN,1993-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,86,,"China, Hong Kong Special Administrative Region",,Total
4,,VC_IHR_PSRCN,1995-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,73,,"China, Hong Kong Special Administrative Region",,Total
5,,VC_IHR_PSRCN,1998-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,64,,"China, Hong Kong Special Administrative Region",,Total
6,,VC_IHR_PSRCN,1996-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,77,,"China, Hong Kong Special Administrative Region",,Total
7,,VC_IHR_PSRCN,1991-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,92,,"China, Hong Kong Special Administrative Region",,Total
8,,VC_IHR_PSRCN,1999-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,63,,"China, Hong Kong Special Administrative Region",,Total
9,,VC_IHR_PSRCN,1992-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,108,,"China, Hong Kong Special Administrative Region",,Total
10,,VC_IHR_PSRCN,1994-01-01T00:00:00.000Z,,"Number of victims of intentional homicide\"" refer to \""Murder & Manslaughter",Government,,96,,"China, Hong Kong Special Administrative Region",,Total
11,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,"number of offences, interntional homicide",National Statistical Office,,7379,,China,,Total
12,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),National Statistical Office,,206,,Saudi Arabia,,Total
13,,VC_IHR_PSRCN,2024-01-01T00:00:00.000Z,,"Data refers to victims of \""Murders\""; This concept covers unintentional homicides (\""manslaughter\""), but the report details that this accounts for only 1% of murder cases in 2024. Additionally, the report distinguishes between the number of reported cases (",National Statistical Office,,2263,,United Republic of Tanzania,,Total
14,,VC_IHR_PSRCN,2022-01-01T00:00:00.000Z,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),National Statistical Office,,261,,Saudi Arabia,,Total
15,,VC_IHR_PSRCN,2024-01-01T00:00:00.000Z,,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),National Statistical Office,,272,,Saudi Arabia,,Total
16,,VC_IHR_PSRCN,2021-01-01T00:00:00.000Z,,"Murder, Manslaughter and Infanticide",National Statistical Office,,5,,Seychelles,,Total
17,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,"number of offences, interntional homicide",National Statistical Office,,7157,,China,,Total
18,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,"Murder, Manslaughter and Infanticide",National Statistical Office,,9,,Seychelles,,Total
19,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,murder cases,National Police,,3539,,Bangladesh,,Total
20,,VC_IHR_PSRCN,2021-01-01T00:00:00.000Z,,murder cases,National Police,,3214,,Bangladesh,,Total
21,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,murder cases,National Police,,3023,,Bangladesh,,Total
22,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,Refers to financial year April-March,National Police,,21022,,South Africa,,Total
23,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,Refers to financial year April-March,National Police,,19972,,South Africa,,Total
24,,VC_IHR_PSRCN,2022-01-01T00:00:00.000Z,,SAPS Crime Stats April 20 - Mar 23,National Police,,27272,,South Africa,,Total
25,,VC_IHR_PSRCN,2022-01-01T00:00:00.000Z,,murder cases,National Police,,3126,,Bangladesh,,Total
26,,VC_IHR_PSRCN,2021-01-01T00:00:00.000Z,,SAPS Crime Stats April 20 - Mar 22,National Police,,25181,,South Africa,,Total
27,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,"includes homicides, deaths by police intervention",UNODC Research,,3909,,Venezuela (Bolivarian Republic of),,Total
28,,VC_IHR_PSRCN,2021-01-01T00:00:00.000Z,,"ource: Observatorio Venezolano de Violencia. Data includes the categories \""homicidios\"" and \""resistencia a la autoridad\""",UNODC Research,,5444,,Venezuela (Bolivarian Republic of),,Total
29,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,"ource: Observatorio Venezolano de Violencia. Data includes the categories \""homicidios\"" and \""resistencia a la autoridad\""",UNODC Research,,8384,,Venezuela (Bolivarian Republic of),,Total
30,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,"ource: Observatorio Venezolano de Violencia. Data includes the categories \""homicidios\"" and \""resistencia a la autoridad\""",UNODC Research,,11874,,Venezuela (Bolivarian Republic of),,Total
31,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,Source: Ministry of Justice,UNODC Research,,571,,Tunisia,,Total
32,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,Source: Ministry of Justice,UNODC Research,,562,,Tunisia,,Total
33,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,UNODC adjustment,National Crime Record Board,,39057,,India,,Total
34,,VC_IHR_PSRCN,2017-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,516,,Cuba,,Total
35,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,491,,Cuba,,Total
36,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,UNODC estimate based on National Surveys on Quality and Integrity of Public Services 2019. The value refers to the estimated average yearly number of homicide victims for the period 2017-2019.,Data based on original research by UNODC,,44200,,Nigeria,,Total
37,,VC_IHR_PSRCN,2016-01-01T00:00:00.000Z,,UNODC estimate based on National Surveys on Quality and Integrity of Public Services 2016. The value refers to the estimated average yearly number of homicide victims for the period 2014-2016.,Data based on original research by UNODC,,63400,,Nigeria,,Total
38,,VC_IHR_PSRCN,2022-01-01T00:00:00.000Z,,Grande Grupo CID10: X85-Y09 Agress\u00f5es. Includes 75 victims with sex unknown.,"Dissemination of Information by the SUS Department of Informatics, Brazil",,44367,,Brazil,,Total
39,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,Grande Grupo CID10: X85-Y09 Agress\u00f5es,"Dissemination of Information by the SUS Department of Informatics, Brazil",,43443,,Brazil,,Total
40,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,UNODC Estimate based on National Surveys on Quality and Integrity of Public Services (2023),United Nations Office on Drugs and Crime (UNODC) and National Statistical Institute,,35884,,Nigeria,,Total
41,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,500,,Cuba,,Total
42,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,105,,Cuba,,Female
43,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,UNODC Estimate based on National Surveys on Quality and Integrity of Public Services (2023),United Nations Office on Drugs and Crime (UNODC) and National Statistical Institute,,28109,,Nigeria,,Male
44,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,395,,Cuba,,Male
45,,VC_IHR_PSRCN,2022-01-01T00:00:00.000Z,,Computed based on SAPS data.,Data based on an a statistical modification of an original value from the National Police,,3914,,South Africa,,Female
46,,VC_IHR_PSRCN,2021-01-01T00:00:00.000Z,,Computed based on SAPS data.,Data based on an a statistical modification of an original value from the National Police,,3255,,South Africa,,Female
47,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,UNODC Estimate based on National Surveys on Quality and Integrity of Public Services (2023),United Nations Office on Drugs and Crime (UNODC) and National Statistical Institute,,7354,,Nigeria,,Female
48,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,Grande Grupo CID10: X85-Y09 Agress\u00f5es,"Dissemination of Information by the SUS Department of Informatics, Brazil",,39459,,Brazil,,Male
49,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,Source: Ministry of Justice,UNODC Research,,447,,Tunisia,,Male
50,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,Refers to financial year April-March,National Police,,2695,,South Africa,,Female
51,,VC_IHR_PSRCN,2024-01-01T00:00:00.000Z,,"Data refers to victims of \""Murders\""; This concept covers unintentional homicides (\""manslaughter\""), but the report details that this accounts for only 1% of murder cases in 2024. Additionally, the report distinguishes between the number of reported cases (",National Statistical Office,,1682,,United Republic of Tanzania,,Male
52,,VC_IHR_PSRCN,2022-01-01T00:00:00.000Z,,Grande Grupo CID10: X85-Y09 Agress\u00f5es,"Dissemination of Information by the SUS Department of Informatics, Brazil",,3788,,Brazil,,Female
53,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,Refers to financial year April-March,National Police,,18251,,South Africa,,Male
54,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,UNODC adjustment,National Crime Record Board,,23311,,India,,Male
55,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,Refers to financial year April-March,National Police,,18630,,South Africa,,Male
56,,VC_IHR_PSRCN,2022-01-01T00:00:00.000Z,,Computed based on SAPS data.,Data based on an a statistical modification of an original value from the National Police,,22236,,South Africa,,Male
57,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,Grande Grupo CID10: X85-Y09 Agress\u00f5es,"Dissemination of Information by the SUS Department of Informatics, Brazil",,3887,,Brazil,,Female
58,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,Refers to financial year April-March,National Police,,2771,,South Africa,,Female
59,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,Source: Ministry of Justice,UNODC Research,,103,,Tunisia,,Female
60,,VC_IHR_PSRCN,2023-01-01T00:00:00.000Z,,UNODC adjustment,National Crime Record Board,,15746,,India,,Female
61,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,108,,Cuba,,Female
62,,VC_IHR_PSRCN,2022-01-01T00:00:00.000Z,,Grande Grupo CID10: X85-Y09 Agress\u00f5es,"Dissemination of Information by the SUS Department of Informatics, Brazil",,40504,,Brazil,,Male
63,,VC_IHR_PSRCN,2021-01-01T00:00:00.000Z,,Grande Grupo CID10: X85-Y09 Agress\u00f5es,"Dissemination of Information by the SUS Department of Informatics, Brazil",,3844,,Brazil,,Female
64,,VC_IHR_PSRCN,2017-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,386,,Cuba,,Male
65,,VC_IHR_PSRCN,2021-01-01T00:00:00.000Z,,Grande Grupo CID10: X85-Y09 Agress\u00f5es,"Dissemination of Information by the SUS Department of Informatics, Brazil",,41644,,Brazil,,Male
66,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,383,,Cuba,,Male
67,,VC_IHR_PSRCN,2024-01-01T00:00:00.000Z,,"Data refers to victims of \""Murders\""; This concept covers unintentional homicides (\""manslaughter\""), but the report details that this accounts for only 1% of murder cases in 2024. Additionally, the report distinguishes between the number of reported cases (",National Statistical Office,,581,,United Republic of Tanzania,,Female
68,,VC_IHR_PSRCN,2017-01-01T00:00:00.000Z,,"Agresiones (X85-Y09, Y871)",Ministry of Health,,130,,Cuba,,Female
69,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,Source: Ministry of Justice,UNODC Research,,115,,Tunisia,,Female
70,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,Source: Ministry of Justice,UNODC Research,,468,,Tunisia,,Male
71,,VC_IHR_PSRCN,2021-01-01T00:00:00.000Z,,Computed based on SAPS data.,Data based on an a statistical modification of an original value from the National Police,,20815,,South Africa,,Male
72,,VC_IHR_PSRCN,2013-01-01T00:00:00.000Z,,"9 victims of homicide this year were reported under the category \""sex not reported\""",Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,1223,,Colombia,,Female
73,,VC_IHR_PSRCN,2014-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,92,,Portugal,,Total
74,,VC_IHR_PSRCN,2016-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,66,,Portugal,,Total
75,,VC_IHR_PSRCN,2013-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,144,,Portugal,,Total
76,,VC_IHR_PSRCN,2010-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,124,,Portugal,,Total
77,,VC_IHR_PSRCN,2015-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,100,,Portugal,,Total
78,,VC_IHR_PSRCN,2012-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,122,,Portugal,,Total
79,,VC_IHR_PSRCN,2017-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,76,,Portugal,,Total
80,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,73,,Portugal,,Total
81,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,81,,Portugal,,Total
82,,VC_IHR_PSRCN,2011-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,114,,Portugal,,Total
83,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,81,,Portugal,,Total
84,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,33,,Portugal,,Female
85,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,34,,Portugal,,Female
86,,VC_IHR_PSRCN,2011-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,39,,Portugal,,Female
87,,VC_IHR_PSRCN,2012-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,81,,Portugal,,Male
88,,VC_IHR_PSRCN,2012-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,41,,Portugal,,Female
89,,VC_IHR_PSRCN,2016-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,18,,Portugal,,Female
90,,VC_IHR_PSRCN,2013-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,92,,Portugal,,Male
91,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,27,,Portugal,,Female
92,,VC_IHR_PSRCN,2016-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,48,,Portugal,,Male
93,,VC_IHR_PSRCN,2020-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,47,,Portugal,,Male
94,,VC_IHR_PSRCN,2010-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,42,,Portugal,,Female
95,,VC_IHR_PSRCN,2019-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,40,,Portugal,,Male
96,,VC_IHR_PSRCN,2013-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,52,,Portugal,,Female
97,,VC_IHR_PSRCN,2014-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,48,,Portugal,,Female
98,,VC_IHR_PSRCN,2011-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,75,,Portugal,,Male
99,,VC_IHR_PSRCN,2014-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,44,,Portugal,,Male
100,,VC_IHR_PSRCN,2010-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,82,,Portugal,,Male
101,,VC_IHR_PSRCN,2015-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,32,,Portugal,,Female
102,,VC_IHR_PSRCN,2017-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,52,,Portugal,,Male
103,,VC_IHR_PSRCN,2018-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,54,,Portugal,,Male
104,,VC_IHR_PSRCN,2017-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,24,,Portugal,,Female
105,,VC_IHR_PSRCN,2015-01-01T00:00:00.000Z,,Inquiry processes for intentional homicide closed with a proposal of indictment in the Criminal Police disaggregated by sex and age based on health data on causes of death linked to intentional homicide (Statistics Portugal).,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2023,,68,,Portugal,,Male
106,,VC_IHR_PSRCN,2004-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,48394,,Brazil,,Total
107,,VC_IHR_PSRCN,2012-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,56388,,Brazil,,Total
108,,VC_IHR_PSRCN,2016-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,61208,,Brazil,,Total
109,,VC_IHR_PSRCN,2007-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,47731,,Brazil,,Total
110,,VC_IHR_PSRCN,2003-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,51064,,Brazil,,Total
111,,VC_IHR_PSRCN,2009-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,51461,,Brazil,,Total
112,,VC_IHR_PSRCN,2013-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,56845,,Brazil,,Total
113,,VC_IHR_PSRCN,2000-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,45375,,Brazil,,Total
114,,VC_IHR_PSRCN,2015-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,58184,,Brazil,,Total
115,,VC_IHR_PSRCN,2011-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,52233,,Brazil,,Total
116,,VC_IHR_PSRCN,2006-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,49165,,Brazil,,Total
117,,VC_IHR_PSRCN,2008-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,50135,,Brazil,,Total
118,,VC_IHR_PSRCN,2017-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,63788,,Brazil,,Total
119,,VC_IHR_PSRCN,2002-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,49710,,Brazil,,Total
120,,VC_IHR_PSRCN,2005-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,47593,,Brazil,,Total
121,,VC_IHR_PSRCN,2001-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,47955,,Brazil,,Total
122,,VC_IHR_PSRCN,2014-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,59733,,Brazil,,Total
123,,VC_IHR_PSRCN,2010-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,52289,,Brazil,,Total
124,,VC_IHR_PSRCN,2016-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,4644,,Brazil,,Female
125,,VC_IHR_PSRCN,2013-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,4767,,Brazil,,Female
126,,VC_IHR_PSRCN,2006-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,4022,,Brazil,,Female
127,,VC_IHR_PSRCN,2007-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,3776,,Brazil,,Female
128,,VC_IHR_PSRCN,2004-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,3834,,Brazil,,Female
129,,VC_IHR_PSRCN,2017-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,4931,,Brazil,,Female
130,,VC_IHR_PSRCN,2000-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,3743,,Brazil,,Female
131,,VC_IHR_PSRCN,2011-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,4516,,Brazil,,Female
132,,VC_IHR_PSRCN,2002-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,3870,,Brazil,,Female
133,,VC_IHR_PSRCN,2014-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,4834,,Brazil,,Female
134,,VC_IHR_PSRCN,2003-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,3938,,Brazil,,Female
135,,VC_IHR_PSRCN,2015-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,4619,,Brazil,,Female
136,,VC_IHR_PSRCN,2001-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,3851,,Brazil,,Female
137,,VC_IHR_PSRCN,2008-01-01T00:00:00.000Z,,"ICD10 X85-Y09, Y87.1","Dissemination of Information by the SUS Department of Informatics, Brazil",,4027,,Brazil,,Female
