"IndicatorCode","Indicator","ValueType","ParentLocationCode","ParentLocation","Location.type","SpatialDimValueCode","Location","Period.type","Period","IsLatestYear","Dim1.type","Dim1","Dim1ValueCode","Dim2.type","Dim2","Dim2ValueCode","Dim3.type","Dim3","Dim3ValueCode","DataSourceDimValueCode","DataSource","FactValueNumericPrefix","FactValueNumeric","FactValueUoM","FactValueNumericLowPrefix","FactValueNumericLow","FactValueNumericHighPrefix","FactValueNumericHigh","Value","FactValueTranslationID","FactComments","Language","DateModified","Region Name","M49 Code","Sub-region Name"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","MOZ","Mozambique","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,NA,NA,11.61,NA,12.45,"12.1 [11.6-12.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",508,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33,NA,NA,11.78,NA,12.9,"12.3 [11.8-12.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",706,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","ZWE","Zimbabwe","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.38,NA,NA,11.87,NA,12.81,"12.4 [11.9-12.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",716,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","KIR","Kiribati","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.84,NA,NA,12.22,NA,13.38,"12.8 [12.2-13.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",296,"Micronesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","BWA","Botswana","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.89,NA,NA,12.33,NA,13.44,"12.9 [12.3-13.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",72,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","GNB","Guinea-Bissau","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,NA,NA,12.41,NA,13.51,"13.0 [12.4-13.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",624,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","PHL","Philippines","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04,NA,NA,12.52,NA,13.57,"13.0 [12.5-13.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",608,"South-eastern Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","SWZ","Eswatini","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05,NA,NA,12.33,NA,13.83,"13.1 [12.3-13.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",748,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24,NA,NA,12.75,NA,13.86,"13.2 [12.8-13.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",818,"Northern Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","FJI","Fiji","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.26,NA,NA,12.23,NA,14.17,"13.3 [12.2-14.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",242,"Melanesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28,NA,NA,12.66,NA,13.94,"13.3 [12.7-13.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",706,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","ZMB","Zambia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.52,NA,NA,12.93,NA,14.03,"13.5 [12.9-14.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",894,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EUR","Europe","Country","MDA","Republic of Moldova","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.47,NA,NA,13.22,NA,13.69,"13.5 [13.2-13.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",498,"Eastern Europe"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","CAF","Central African Republic","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.63,NA,NA,13.04,NA,14.28,"13.6 [13.0-14.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",140,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,NA,NA,13.13,NA,14.06,"13.6 [13.1-14.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",4,"Southern Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","MWI","Malawi","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.61,NA,NA,13.16,NA,14.01,"13.6 [13.2-14.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",454,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","ERI","Eritrea","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.63,NA,NA,13.22,NA,14.12,"13.6 [13.2-14.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",232,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","ZWE","Zimbabwe","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.63,NA,NA,13.18,NA,14.16,"13.6 [13.2-14.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",716,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","LSO","Lesotho","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.67,NA,NA,13.07,NA,14.3,"13.7 [13.1-14.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",426,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.68,NA,NA,13.17,NA,14.2,"13.7 [13.2-14.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",4,"Southern Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EMR","Eastern Mediterranean","Country","AFG","Afghanistan","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.75,NA,NA,13.25,NA,14.28,"13.8 [13.3-14.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",4,"Southern Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AMR","Americas","Country","BOL","Bolivia (Plurinational State of)","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84,NA,NA,13.33,NA,14.44,"13.8 [13.3-14.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",68,"Latin America and the Caribbean"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","SSD","South Sudan","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,NA,NA,13.22,NA,14.65,"13.9 [13.2-14.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",728,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","NAM","Namibia","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.85,NA,NA,13.32,NA,14.42,"13.9 [13.3-14.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",516,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EUR","Europe","Country","KAZ","Kazakhstan","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.91,NA,NA,13.68,NA,14.16,"13.9 [13.7-14.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",398,"Central Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","SLB","Solomon Islands","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01,NA,NA,13.22,NA,14.85,"14.0 [13.2-14.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",90,"Melanesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","KEN","Kenya","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.02,NA,NA,13.63,NA,14.37,"14.0 [13.6-14.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",404,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EUR","Europe","Country","GEO","Georgia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01,NA,NA,13.94,NA,14.07,"14.0 [13.9-14.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",268,"Western Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","GNB","Guinea-Bissau","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.08,NA,NA,13.51,NA,14.74,"14.1 [13.5-14.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",624,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","MOZ","Mozambique","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.07,NA,NA,13.62,NA,14.6,"14.1 [13.6-14.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",508,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","KIR","Kiribati","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.12,NA,NA,13.56,NA,14.76,"14.1 [13.6-14.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",296,"Micronesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","IDN","Indonesia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.23,NA,NA,13.39,NA,15.16,"14.2 [13.4-15.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",360,"South-eastern Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EUR","Europe","Country","RUS","Russian Federation","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.19,NA,NA,14.18,NA,14.2,"14.2 [14.2-14.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",643,"Eastern Europe"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AMR","Americas","Country","GUY","Guyana","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33,NA,NA,13.05,NA,15.69,"14.3 [13.0-15.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",328,"Latin America and the Caribbean"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","COD","Democratic Republic of the Congo","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,NA,NA,13.78,NA,14.82,"14.3 [13.8-14.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",180,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","AGO","Angola","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA,13.86,NA,15.03,"14.4 [13.9-15.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",24,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","BWA","Botswana","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.36,NA,NA,13.88,NA,14.97,"14.4 [13.9-15.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",72,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EUR","Europe","Country","BLR","Belarus","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.42,NA,NA,13.97,NA,14.93,"14.4 [14.0-14.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",112,"Eastern Europe"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","ZAF","South Africa","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.38,NA,NA,14.24,NA,14.49,"14.4 [14.2-14.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",710,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EUR","Europe","Country","BGR","Bulgaria","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.42,NA,NA,14.25,NA,14.56,"14.4 [14.3-14.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",100,"Eastern Europe"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","FJI","Fiji","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.48,NA,NA,13.57,NA,15.46,"14.5 [13.6-15.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",242,"Melanesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","VUT","Vanuatu","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.47,NA,NA,13.69,NA,15.32,"14.5 [13.7-15.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",548,"Melanesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","GAB","Gabon","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54,NA,NA,14.14,NA,14.97,"14.5 [14.1-15.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",266,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EUR","Europe","Country","UKR","Ukraine","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA,NA,13.6,NA,15.67,"14.6 [13.6-15.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",804,"Eastern Europe"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","ZWE","Zimbabwe","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.63,NA,NA,14.08,NA,15.19,"14.6 [14.1-15.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",716,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","SWZ","Eswatini","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67,NA,NA,13.92,NA,15.33,"14.7 [13.9-15.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",748,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EUR","Europe","Country","ARM","Armenia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67,NA,NA,14.38,NA,14.97,"14.7 [14.4-15.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",51,"Western Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","FSM","Micronesia (Federated States of)","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.77,NA,NA,13.94,NA,15.58,"14.8 [13.9-15.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",583,"Micronesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","TCD","Chad","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.76,NA,NA,14.01,NA,15.39,"14.8 [14.0-15.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",148,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","SLB","Solomon Islands","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83,NA,NA,14.23,NA,15.53,"14.8 [14.2-15.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",90,"Melanesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","TGO","Togo","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83,NA,NA,14.2,NA,15.49,"14.8 [14.2-15.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",768,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","BFA","Burkina Faso","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.81,NA,NA,14.3,NA,15.34,"14.8 [14.3-15.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",854,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","ERI","Eritrea","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.79,NA,NA,14.34,NA,15.33,"14.8 [14.3-15.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",232,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","PHL","Philippines","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83,NA,NA,14.32,NA,15.29,"14.8 [14.3-15.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",608,"South-eastern Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","GMB","Gambia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,14.33,NA,15.4,"14.8 [14.3-15.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",270,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","COG","Congo","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,14.38,NA,15.35,"14.8 [14.4-15.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",178,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","SEAR","South-East Asia","Country","IND","India","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.76,NA,NA,14.47,NA,15.12,"14.8 [14.5-15.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",356,"Southern Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","GNB","Guinea-Bissau","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.93,NA,NA,14.38,NA,15.5,"14.9 [14.4-15.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",624,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.95,NA,NA,14.49,NA,15.52,"14.9 [14.5-15.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",818,"Northern Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AMR","Americas","Country","HTI","Haiti","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.97,NA,NA,13.89,NA,16.32,"15.0 [13.9-16.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",332,"Latin America and the Caribbean"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","ZMB","Zambia","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,NA,NA,14.35,NA,15.57,"15.0 [14.3-15.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",894,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","BDI","Burundi","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.02,NA,NA,14.42,NA,15.55,"15.0 [14.4-15.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",108,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","CMR","Cameroon","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.03,NA,NA,14.45,NA,15.64,"15.0 [14.5-15.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",120,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","SSD","South Sudan","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.07,NA,NA,14.2,NA,15.8,"15.1 [14.2-15.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",728,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","KIR","Kiribati","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.12,NA,NA,14.51,NA,15.62,"15.1 [14.5-15.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",296,"Micronesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AMR","Americas","Country","HTI","Haiti","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.17,NA,NA,14.38,NA,16.48,"15.2 [14.4-16.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",332,"Latin America and the Caribbean"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AMR","Americas","Country","JAM","Jamaica","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.24,NA,NA,14.51,NA,15.98,"15.2 [14.5-16.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",388,"Latin America and the Caribbean"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","COG","Congo","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.18,NA,NA,14.63,NA,15.72,"15.2 [14.6-15.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",178,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AMR","Americas","Country","HND","Honduras","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.17,NA,NA,14.75,NA,15.58,"15.2 [14.8-15.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",340,"Latin America and the Caribbean"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","PNG","Papua New Guinea","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.31,NA,NA,14.27,NA,16.5,"15.3 [14.3-16.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",598,"Melanesia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","WPR","Western Pacific","Country","KHM","Cambodia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.27,NA,NA,14.58,NA,15.95,"15.3 [14.6-15.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",116,"South-eastern Asia"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","MDG","Madagascar","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.26,NA,NA,14.61,NA,15.85,"15.3 [14.6-15.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",450,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AFR","Africa","Country","GNQ","Equatorial Guinea","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.33,NA,NA,14.57,NA,16.13,"15.3 [14.6-16.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",226,"Sub-Saharan Africa"
"WHOSIS_000015","Life expectancy at age 60 (years)","text","AMR","Americas","Country","HTI","Haiti","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.34,NA,NA,14.62,NA,16.16,"15.3 [14.6-16.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",332,"Latin America and the Caribbean"
