"timestamp","Persons with disability","Persons without disability"
"2014-01-01",19.05,10.85
"2015-01-01",23.7,18.675
"2016-01-01",31.6666666666667,27.0666666666667
"2017-01-01",27.925,21.75
"2018-01-01",31.962962962963,19.8333333333333
"2019-01-01",31.0044827586207,16.0030303030303
"2020-01-01",33.9725,21.42625
"2021-01-01",27.1446666666667,13.986
"2022-01-01",23.9652666666667,16.7523066666667
"2023-01-01",18.64,8.85
"2024-01-01",36.4,18.5
